cpg,gene,chromosome,f_type
cg13739115,GRK5,chr10,Open_Sea
cg13996514,GRK5,chr10,Open_Sea
cg14351425,GRK5,chr10,S_Shore
cg25019847,GRK5,chr10,Open_Sea
cg25140657,GRK5,chr10,Open_Sea
cg10467557,GRK6P1,chr13,S_Shore
cg05791790,GRK7,chr3,N_Shore
cg03478199,GRM1,chr6,N_Shore
cg19512268,GRM1,chr6,N_Shore
cg26875958,GRM1,chr6,N_Shelf
cg00269140,GRM3,chr7,Open_Sea
cg04743945,GRM3,chr7,Open_Sea
cg15884992,GRM4,chr6,Open_Sea
cg24082276,GRM4,chr6,Open_Sea
cg08512142,GRM5,chr11,N_Shelf
cg08616516,GRM5,chr11,N_Shelf
cg04527363,GRM7,chr3,N_Shore
cg09465746,GRM7,chr3,Island
cg18863595,GRM7,chr3,Island
cg20172500,GRM7,chr3,N_Shore
cg23475045,GRM7,chr3,Open_Sea
cg24213507,GRM7,chr3,N_Shore
cg24643102,GRM7,chr3,N_Shore
cg27199820,GRM7,chr3,Island
cg00076497,GRM8,chr7,Island
cg03101021,GRM8,chr7,Island
cg12927990,GRP,chr18,Island
cg04625528,GRPR,chrX,Open_Sea
cg13054534,GRTP1,chr13,S_Shelf
cg00152757,GS1-124K5.13,chr7,Island
cg24149904,GS1-24F4.2,chr8,N_Shore
cg03133378,GS1-259H13.10,chr7,Island
cg12290671,GS1-259H13.10,chr7,Island
cg04858082,GS1-259H13.7,chr7,Open_Sea
cg05377162,GS1-279B7.2,chr1,S_Shore
cg25423402,GS1-279B7.2,chr1,Island
cg16712127,GS1-421I3.2,chrX,Island
cg02002551,GS1-72M22.1,chr8,S_Shore
cg06866686,GSC,chr14,S_Shore
cg13252307,GSC,chr14,Island
cg23636606,GSC,chr14,Island
cg06695663,GSC2,chr22,Island
cg08430009,GSC2,chr22,Island
cg20209308,GSC2,chr22,Island
cg23774356,GSC2,chr22,Island
cg24926361,GSC2,chr22,Island
cg25559313,GSC2,chr22,Island
cg26599006,GSC2,chr22,Island
cg03367493,GSDMD,chr8,N_Shore
cg10675725,GSDMD,chr8,N_Shore
cg22687097,GSDMD,chr8,Island
cg01397513,GSE1,chr16,Island
cg02249119,GSE1,chr16,N_Shelf
cg03591483,GSE1,chr16,N_Shelf
cg03748158,GSE1,chr16,Island
cg04305082,GSE1,chr16,Open_Sea
cg05201708,GSE1,chr16,S_Shelf
cg15403900,GSE1,chr16,Island
cg21491107,GSE1,chr16,Island
cg13694400,GSG1,chr12,S_Shore
cg04577177,GSG1L,chr16,Island
cg07461072,GSG1L,chr16,Island
cg07896735,GSN,chr9,Open_Sea
cg14438325,GSN,chr9,Open_Sea
cg21981214,GSS,chr20,Island
ch.20.682629F,GSS,chr20,N_Shelf
cg05092885,GSTCD,chr4,Island
cg05764607,GSTCD,chr4,Island
cg20944548,GSTM2,chr1,S_Shelf
cg05133756,GSTM5,chr1,Open_Sea
cg11566244,GSTP1,chr11,Island
cg03388293,GSX1,chr13,Island
cg05344430,GSX1,chr13,Island
cg14168923,GSX1,chr13,Island
cg14973588,GSX1,chr13,N_Shore
cg17369527,GSX1,chr13,Island
cg26270746,GSX1,chr13,N_Shore
cg08027199,GTDC1,chr2,S_Shore
cg16590792,GTDC1,chr2,Open_Sea
cg09222123,GTF2B,chr1,N_Shore
cg02969426,GTF2F2,chr13,Open_Sea
cg10938899,GTF2F2,chr13,Open_Sea
cg24498885,GTF2F2,chr13,Open_Sea
cg08177495,GTF2H4,chr6,N_Shelf
cg12922648,GTF2H4,chr6,S_Shore
cg15564965,GTF2H4,chr6,Island
cg19132733,GTF2H4,chr6,N_Shore
cg23096826,GTF2H4,chr6,N_Shelf
cg26134320,GTF2H4,chr6,N_Shore
cg24362790,GTF2H5,chr6,S_Shore
cg01239870,GTF3C1,chr16,Open_Sea
cg06568506,GTF3C1,chr16,Open_Sea
cg06878960,GTF3C1,chr16,Open_Sea
cg07996615,GTF3C1,chr16,Open_Sea
cg09725013,GTF3C1,chr16,Island
cg27543431,GTF3C1,chr16,Open_Sea
cg14155825,GTF3C5,chr9,Island
cg05449607,GTF3C6,chr6,N_Shore
cg15034267,GTPBP1,chr22,S_Shelf
cg24720006,GTPBP3,chr19,Island
cg01430385,GTPBP4,chr10,N_Shore
cg10231785,GTSE1,chr22,Island
cg06049111,GUCA1A,chr6,N_Shore
cg04701869,GUCA2A,chr1,Open_Sea
cg18856261,GUCA2A,chr1,Open_Sea
cg10249705,GUCY1A2,chr11,Island
cg16984522,GUCY1A2,chr11,Open_Sea
cg18337735,GUCY2D,chr17,Island
cg25587223,GUCY2D,chr17,Island
cg12796841,GUK1,chr1,S_Shelf
cg26427472,GUSBP2,chr6,Open_Sea
cg18925923,GUSBP5,chr4,N_Shore
cg26105076,GUSBP6,chr7,S_Shore
cg06375580,GXYLT1,chr12,Island
cg01806192,GXYLT2,chr3,Open_Sea
cg18599996,GYG1,chr3,N_Shore
cg07811421,GYLTL1B,chr11,S_Shelf
cg15975865,GYPC,chr2,Island
cg05253005,GYS1,chr19,Island
cg15394860,H19,chr11,N_Shore
cg22502450,H1FOO,chr3,Open_Sea
cg16600119,H1FX-AS1,chr3,Island
cg08703818,H2AFV,chr7,Open_Sea
cg13626863,H2AFY2,chr10,S_Shore
cg23752380,H2AFZ,chr4,Island
cg25250241,H2BFM,chrX,S_Shore
cg11188837,H2BFWT,chrX,Island
cg26553525,H2BFWT,chrX,N_Shore
cg11978873,H3F3A,chr1,Island
cg08536977,H3F3B,chr17,N_Shore
cg13182713,H3F3B,chr17,N_Shore
cg02276314,H6PD,chr1,Open_Sea
cg18833140,HABP2,chr10,Open_Sea
cg26656452,HABP2,chr10,Open_Sea
cg07005654,HADH,chr4,Open_Sea
cg08335618,HADH,chr4,N_Shore
cg13768000,HADHA,chr2,Island
cg14863458,HAL,chr12,Open_Sea
cg03158581,HAND1,chr5,Island
cg07922443,HAND1,chr5,Island
cg19721889,HAND1,chr5,Island
cg00443971,HAND2,chr4,Island
cg03676512,HAND2,chr4,Island
cg03905758,HAND2,chr4,Island
cg05536800,HAND2,chr4,Island
cg07410872,HAND2,chr4,Island
cg13935962,HAND2,chr4,Island
cg15195321,HAND2,chr4,Island
cg21530280,HAND2,chr4,Island
cg22517735,HAND2,chr4,Island
cg26650303,HAND2,chr4,Island
cg24087743,HAND2-AS1,chr4,Island
cg05831784,HAO1,chr20,Open_Sea
cg01045835,HAPLN1,chr5,Open_Sea
cg01574673,HAPLN2,chr1,Island
cg13192836,HAS2,chr8,N_Shore
cg03767565,HAS3,chr16,S_Shore
cg04950839,HAT1,chr2,Island
cg08739755,HAT1,chr2,Open_Sea
cg25683444,HAUS2,chr15,Island
cg10979020,HAUS4,chr14,Island
cg07452442,HAUS8,chr19,N_Shelf
cg01485975,HAVCR1,chr5,Open_Sea
cg16279158,HBE1,chr11,Open_Sea
cg20868410,HBEGF,chr5,S_Shore
cg01558909,HBM,chr16,Island
cg03309232,HBM,chr16,Island
cg06319822,HBM,chr16,Island
cg08393070,HBM,chr16,Island
cg09523819,HBM,chr16,S_Shore
cg09812623,HBM,chr16,Island
cg26976732,HBM,chr16,Island
cg23004466,HBP1,chr7,Open_Sea
cg00655203,HBQ1,chr16,Island
cg15823495,HCAR1,chr12,Open_Sea
cg17346246,HCAR1,chr12,Open_Sea
cg08855708,HCCAT5,chr16,Open_Sea
cg24735165,HCFC1,chrX,N_Shore
cg24652919,HCFC1R1,chr16,N_Shore
cg07108764,HCG14,chr6,S_Shore
cg04851089,HCG15,chr6,N_Shelf
cg10061945,HCG27,chr6,N_Shore
cg15562022,HCG27,chr6,S_Shore
cg18918396,HCG27,chr6,Island
cg20387069,HCG4,chr6,Island
cg11201654,HCG4P11,chr6,N_Shore
cg23026024,HCG4P3,chr6,Island
cg11946459,HCG4P5,chr6,S_Shore
cg23489273,HCG4P5,chr6,Island
cg06212945,HCG4P8,chr6,Island
cg12358432,HCG4P8,chr6,Island
cg10221391,HCG9,chr6,S_Shore
cg24178134,HCG9,chr6,Island
cg02860342,HCN4,chr15,Island
cg15281774,HCN4,chr15,Island
cg15849864,HCN4,chr15,Island
cg04405704,HCP5,chr6,S_Shore
cg07971188,HCP5,chr6,Open_Sea
cg15283629,HCP5,chr6,Island
cg13337307,HCRT,chr17,S_Shore
cg19057309,HCRT,chr17,S_Shore
cg27105465,HCRT,chr17,S_Shore
cg11573219,HCRTR1,chr1,N_Shore
cg16697620,HCRTR1,chr1,Open_Sea
cg24694743,HCRTR1,chr1,Open_Sea
cg26940109,HCRTR1,chr1,Open_Sea
cg10725720,HCRTR2,chr6,Island
cg13948987,HCRTR2,chr6,Island
cg17240815,HCRTR2,chr6,Island
cg27596495,HCRTR2,chr6,Island
cg16349331,HDAC1,chr1,Open_Sea
cg19779799,HDAC11,chr3,Island
cg23624957,HDAC2,chr6,Open_Sea
cg13090969,HDAC4,chr2,N_Shelf
cg15934368,HDAC4,chr2,N_Shelf
cg17156828,HDAC4,chr2,S_Shore
cg17285931,HDAC4,chr2,Open_Sea
cg18310774,HDAC4,chr2,N_Shelf
cg21996813,HDAC4,chr2,N_Shelf
cg22237056,HDAC4,chr2,N_Shore
cg25162913,HDAC4,chr2,Open_Sea
cg26627327,HDAC4,chr2,Open_Sea
cg26543989,HDAC5,chr17,Open_Sea
cg07674520,HDAC6,chrX,N_Shore
cg12081743,HDAC9,chr7,Open_Sea
cg16475478,HDAC9,chr7,Open_Sea
cg02329886,HDC,chr15,Open_Sea
cg02587120,HDC,chr15,Open_Sea
cg05818382,HDDC2,chr6,Open_Sea
cg08551047,HDDC3,chr15,Island
cg23056966,HDDC3,chr15,Island
cg18239920,HDGFRP2,chr19,Open_Sea
cg04336836,HDGFRP3,chr15,Island
cg12058947,HDGFRP3,chr15,Island
cg13798146,HDGFRP3,chr15,Island
cg17506460,HDGFRP3,chr15,N_Shore
cg05830870,HDHD2,chr18,S_Shore
cg11221200,HDLBP,chr2,Open_Sea
cg23888423,HDLBP,chr2,N_Shore
cg25916404,HDLBP,chr2,Open_Sea
cg14873818,HDX,chrX,Open_Sea
cg25579860,HEATR9,chr17,Open_Sea
cg03611265,HEBP1,chr12,Open_Sea
cg23280720,HECA,chr6,Open_Sea
cg24349555,HECA,chr6,Island
cg04606265,HECTD4,chr12,Open_Sea
cg13478974,HECTD4,chr12,Open_Sea
cg15999833,HECW1,chr7,Open_Sea
cg18477666,HECW1,chr7,Open_Sea
cg23698649,HECW1,chr7,N_Shelf
cg09289567,HECW2,chr2,Open_Sea
cg09907068,HECW2,chr2,Open_Sea
cg17497640,HECW2,chr2,Open_Sea
cg24491122,HEG1,chr3,Island
cg05934908,HELB,chr12,Open_Sea
cg14519793,HELB,chr12,Open_Sea
cg00075634,HELT,chr4,Island
cg00939735,HELT,chr4,Island
cg10463150,HELT,chr4,Island
cg14526579,HELZ,chr17,N_Shelf
cg15402619,HELZ2,chr20,Island
cg09657963,HEPACAM,chr11,Island
cg05686467,HEPN1,chr11,N_Shore
cg06290476,HERC2,chr15,Open_Sea
cg19563355,HERC2,chr15,Open_Sea
cg09563405,HERC2P4,chr16,Island
cg03340036,HERC3,chr4,S_Shore
cg18580194,HERC3,chr4,Island
cg26406256,HERC3,chr4,S_Shore
cg06466797,HERPUD2,chr7,S_Shore
cg23603891,HES2,chr1,Island
cg13102889,HES5,chr1,S_Shore
cg05642746,HES7,chr17,Island
cg18686747,HES7,chr17,Island
cg18727895,HEXB,chr5,S_Shelf
cg00910503,HEXDC,chr17,Island
cg15220605,HEXDC,chr17,Island
cg24200059,HEXDC,chr17,N_Shore
cg19624849,HFE2,chr1,Island
cg06745740,HGF,chr7,Open_Sea
cg02026024,HGS,chr17,S_Shore
cg03893872,HHAT,chr1,N_Shore
cg10556222,HHAT,chr1,Open_Sea
cg22332066,HHAT,chr1,N_Shore
cg02215603,HHIP,chr4,Open_Sea
cg15319311,HHIP,chr4,S_Shore
cg26339943,HHIP,chr4,S_Shelf
cg03475665,HHIPL1,chr14,Island
cg09956302,HHIPL1,chr14,Island
cg18678107,HHIPL1,chr14,S_Shelf
cg14703454,HHLA2,chr3,Open_Sea
cg14307304,HIATL1,chr9,Open_Sea
cg07401773,HIATL2,chr9,Island
cg13972661,HIATL2,chr9,S_Shore
cg05774698,HIBADH,chr7,Open_Sea
cg08440125,HIBADH,chr7,Island
cg00592510,HIC1,chr17,Island
cg25893992,HIC1,chr17,Island
cg06727955,HID1-AS1,chr17,S_Shelf
cg19045239,HIF3A,chr19,N_Shore
cg27146050,HIF3A,chr19,S_Shore
cg05091405,HILPDA,chr7,Island
cg22126914,HILPDA,chr7,N_Shore
cg22954171,HINFP,chr11,Open_Sea
cg17367996,HINT1,chr5,Island
cg05554353,HINT3,chr6,Island
cg07240721,HINT3,chr6,Island
cg14177084,HIP1,chr7,S_Shore
ch.7.1651382F,HIP1,chr7,N_Shelf
cg05366009,HIP1R,chr12,N_Shore
cg03817675,HIPK2,chr7,Open_Sea
cg22763590,HIPK2,chr7,Open_Sea
cg25748521,HIPK2,chr7,Open_Sea
cg16372156,HIPK3,chr11,Open_Sea
cg04341594,HIRIP3,chr16,Island
cg18798248,HIST1H1B,chr6,Island
cg23407813,HIST1H1C,chr6,Island
cg15190599,HIST1H1E,chr6,Island
cg09382618,HIST1H1T,chr6,S_Shelf
cg07077277,HIST1H2AA,chr6,S_Shore
cg11760700,HIST1H2AB,chr6,Island
cg10185311,HIST1H2AC,chr6,N_Shore
cg05148722,HIST1H2AD,chr6,Island
cg08307092,HIST1H2AD,chr6,S_Shore
cg02959285,HIST1H2AE,chr6,N_Shore
cg05480042,HIST1H2AE,chr6,N_Shore
cg13320114,HIST1H2AE,chr6,N_Shore
cg27133864,HIST1H2AE,chr6,N_Shore
cg14848772,HIST1H2AG,chr6,N_Shore
cg15400532,HIST1H2AG,chr6,S_Shore
cg24701809,HIST1H2AG,chr6,Island
cg19740248,HIST1H2AH,chr6,N_Shore
cg05729499,HIST1H2AL,chr6,N_Shore
cg27064266,HIST1H2AL,chr6,Island
cg21209113,HIST1H2APS4,chr6,Island
cg11805111,HIST1H2BB,chr6,N_Shore
cg08131845,HIST1H2BD,chr6,S_Shore
cg02578368,HIST1H2BH,chr6,Island
cg13194994,HIST1H2BH,chr6,N_Shore
cg14776962,HIST1H2BH,chr6,Island
cg14808890,HIST1H2BH,chr6,Island
cg15386964,HIST1H2BH,chr6,Island
cg19247350,HIST1H2BH,chr6,S_Shore
cg21663122,HIST1H2BH,chr6,S_Shore
cg23841066,HIST1H2BH,chr6,Island
cg00036011,HIST1H2BI,chr6,S_Shore
cg01563704,HIST1H2BI,chr6,S_Shore
cg11731890,HIST1H2BI,chr6,S_Shore
cg14273822,HIST1H2BI,chr6,S_Shore
cg08041469,HIST1H3B,chr6,S_Shore
cg14989642,HIST1H3E,chr6,N_Shore
cg25479916,HIST1H3I,chr6,S_Shore
cg01271726,HIST1H3PS1,chr6,Open_Sea
cg08687901,HIST1H4E,chr6,Island
cg11781718,HIST1H4E,chr6,N_Shore
cg25863503,HIST1H4K,chr6,Island
cg26075208,HIST1H4K,chr6,S_Shore
cg03086563,HIST2H2AC,chr1,N_Shore
cg07015494,HIST2H2AC,chr1,N_Shore
cg08169409,HIST2H2BE,chr1,N_Shore
cg05848279,HIST2H2BF,chr1,Island
cg00112780,HIST3H2A,chr1,Island
cg11672054,HIST3H2A,chr1,Island
cg14743462,HIST3H2A,chr1,S_Shore
cg26107850,HIST3H2A,chr1,Island
cg04421523,HIVEP1,chr6,Open_Sea
cg17804551,HIVEP1,chr6,S_Shelf
cg06770429,HIVEP2,chr6,Open_Sea
cg06773553,HIVEP2,chr6,Island
cg22858308,HIVEP2,chr6,Open_Sea
cg00147307,HIVEP3,chr1,N_Shore
cg08139729,HIVEP3,chr1,S_Shelf
cg13582711,HIVEP3,chr1,N_Shore
cg19637387,HIVEP3,chr1,Island
cg19778462,HIVEP3,chr1,Open_Sea
cg01983548,HJURP,chr2,S_Shore
cg05734866,HJURP,chr2,Open_Sea
cg00210249,HK1,chr10,Open_Sea
cg12213850,HK1,chr10,Open_Sea
cg17283083,HK1,chr10,Open_Sea
cg02593989,HK2,chr2,S_Shore
cg24538331,HK3,chr5,N_Shelf
cg23923934,HLA-B,chr6,N_Shore
cg00620824,HLA-C,chr6,S_Shore
cg06006623,HLA-DMA,chr6,Open_Sea
cg00575744,HLA-DMB,chr6,Open_Sea
cg10310595,HLA-DMB,chr6,Open_Sea
cg21470947,HLA-DMB,chr6,Open_Sea
cg23652026,HLA-DMB,chr6,Open_Sea
cg20024110,HLA-DOA,chr6,S_Shore
cg02010152,HLA-DOB,chr6,Open_Sea
cg00798281,HLA-DPA1,chr6,Open_Sea
cg02692313,HLA-DPA1,chr6,Island
cg03229061,HLA-DPA1,chr6,Island
cg06437840,HLA-DPA1,chr6,Island
cg09234582,HLA-DPA1,chr6,N_Shore
cg10850215,HLA-DPA1,chr6,Island
cg12365667,HLA-DPA1,chr6,Open_Sea
cg13349035,HLA-DPA1,chr6,N_Shore
cg19053046,HLA-DPA1,chr6,N_Shore
cg22483030,HLA-DPA1,chr6,Open_Sea
cg25045942,HLA-DPA1,chr6,N_Shore
cg16580391,HLA-DPB2,chr6,N_Shore
cg02964065,HLA-DQB2,chr6,Island
cg00528492,HLA-DRA,chr6,Open_Sea
cg10466124,HLA-DRB5,chr6,Open_Sea
cg09676939,HLA-E,chr6,Island
cg08755130,HLA-F,chr6,Open_Sea
cg13369999,HLA-F-AS1,chr6,Open_Sea
cg21422770,HLCS,chr21,Island
cg15438497,HLTF,chr3,Island
cg02625929,HLX,chr1,Island
cg26038708,HM13,chr20,N_Shore
cg27472151,HMBS,chr11,S_Shore
cg25821399,HMCES,chr3,N_Shore
cg18217252,HMCN2,chr9,Island
cg18696576,HMGA1,chr6,Island
cg18035291,HMGB1,chr13,S_Shore
cg03002428,HMGB2,chr4,Island
cg05935584,HMGB3,chrX,Island
cg23391157,HMGCS1,chr5,Island
cg10587401,HMGCS2,chr1,Open_Sea
cg17177536,HMGN1P20,chr10,Open_Sea
cg05241470,HMGN2P46,chr15,S_Shore
cg20246331,HMGN2P46,chr15,Island
cg09190325,HMGN4,chr6,Island
cg02308560,HMHA1,chr19,Island
cg03736235,HMHA1,chr19,Island
cg03751944,HMHA1,chr19,Island
cg04587220,HMHA1,chr19,Island
cg11714200,HMHA1,chr19,S_Shore
cg20584841,HMHA1,chr19,Island
cg07160937,HMOX2,chr16,Island
cg26489682,HMP19,chr5,Open_Sea
cg00684248,HMX2,chr10,Island
cg07229938,HMX2,chr10,Island
cg17498296,HMX2,chr10,Island
cg19909787,HMX2,chr10,Island
cg22603247,HMX2,chr10,Island
cg23437459,HMX2,chr10,Island
cg01448258,HMX3,chr10,Island
cg03908015,HMX3,chr10,Island
cg06897927,HMX3,chr10,Island
cg14663510,HMX3,chr10,Island
cg18030834,HMX3,chr10,Island
cg20403498,HMX3,chr10,Island
cg26735846,HMX3,chr10,Island
cg26956444,HMX3,chr10,Island
cg08204369,HN1,chr17,Island
cg14804633,HN1L,chr16,Island
cg03495030,HNF1A,chr12,Open_Sea
cg21058973,HNF4A,chr20,Open_Sea
cg19414706,HNF4G,chr8,N_Shore
cg07757007,HNMT,chr2,Open_Sea
cg14981132,HNRNPA1,chr12,S_Shore
cg06538757,HNRNPAB,chr5,Island
cg02106430,HNRNPC,chr14,Island
cg07460838,HNRNPC,chr14,Island
cg11869784,HNRNPC,chr14,S_Shore
cg21438664,HNRNPC,chr14,Island
cg18807515,HNRNPCL1,chr1,Open_Sea
cg01090611,HNRNPD,chr4,N_Shelf
cg04207317,HNRNPH1,chr5,N_Shore
cg06937549,HNRNPH1,chr5,N_Shelf
cg26135573,HNRNPH1,chr5,Island
cg18022926,HNRNPH3,chr10,S_Shore
cg16053095,HNRNPLL,chr2,Island
cg00289762,HNRNPM,chr19,Island
cg23037798,HNRNPR,chr1,Open_Sea
cg20969822,HNRNPUL1,chr19,Open_Sea
cg19009405,HNRNPUL2,chr11,N_Shore
cg08592305,HOOK2,chr19,Island
cg21482403,HOOK2,chr19,Island
cg26571127,HOOK2,chr19,Island
cg26870725,HOOK2,chr19,S_Shore
cg08507009,HOOK3,chr8,Island
cg03536474,HOTAIR,chr12,Island
cg00288327,HOTAIRM1,chr7,Island
cg02978421,HOTAIRM1,chr7,Island
cg03700462,HOTAIRM1,chr7,Island
cg04167903,HOTAIRM1,chr7,Island
cg04673590,HOTAIRM1,chr7,Island
cg06715976,HOTAIRM1,chr7,Island
cg09420439,HOTAIRM1,chr7,Island
cg10636403,HOTAIRM1,chr7,Island
cg12686016,HOTAIRM1,chr7,Island
cg15218775,HOTAIRM1,chr7,Island
cg10883303,HOTTIP,chr7,Island
cg01301319,HOXA-AS2,chr7,Island
cg04317399,HOXA-AS2,chr7,Island
cg05851442,HOXA-AS2,chr7,Island
cg22962123,HOXA-AS2,chr7,Island
cg22997113,HOXA-AS2,chr7,Island
cg17969084,HOXA-AS3,chr7,Island
cg18344212,HOXA-AS3,chr7,Island
cg01397139,HOXA10,chr7,Island
cg13703049,HOXA10,chr7,Island
cg14625175,HOXA10,chr7,Island
cg14649140,HOXA10,chr7,Island
cg16857858,HOXA10,chr7,Island
cg18416576,HOXA10,chr7,Island
cg19351701,HOXA10,chr7,Island
cg04619603,HOXA11,chr7,N_Shore
cg09219451,HOXA11,chr7,N_Shore
cg14785681,HOXA11,chr7,N_Shore
cg15623480,HOXA11,chr7,Island
cg02816923,HOXB-AS1,chr17,Island
cg24095592,HOXB-AS2,chr17,S_Shore
cg02086493,HOXB-AS3,chr17,Island
cg05992357,HOXB-AS3,chr17,Island
cg06395298,HOXB-AS3,chr17,N_Shelf
cg10165801,HOXB-AS3,chr17,N_Shelf
cg11739758,HOXB-AS3,chr17,Island
cg13479204,HOXB-AS3,chr17,Island
cg16495265,HOXB-AS3,chr17,Island
cg20152430,HOXB-AS3,chr17,N_Shore
cg22053945,HOXB-AS3,chr17,N_Shelf
cg24672833,HOXB-AS3,chr17,Island
cg18498593,HOXB13,chr17,Island
cg06856188,HOXB7,chr17,Island
cg09998632,HOXB7,chr17,Island
cg14438019,HOXB7,chr17,Island
cg23730436,HOXB7,chr17,S_Shore
cg24766650,HOXB7,chr17,S_Shore
cg03122669,HOXC-AS1,chr12,Island
cg10694030,HOXC-AS1,chr12,Island
cg16356837,HOXC-AS1,chr12,Island
cg26829131,HOXC-AS1,chr12,Island
cg21841963,HOXC-AS2,chr12,S_Shore
cg14212206,HOXC12,chr12,S_Shore
cg01577751,HOXC13,chr12,N_Shore
cg03972398,HOXC13,chr12,Island
cg07892422,HOXC13,chr12,Island
cg16856286,HOXC13,chr12,Island
cg17085352,HOXC13,chr12,N_Shore
cg19977966,HOXC13,chr12,N_Shore
cg20587394,HOXC13,chr12,N_Shore
cg00187380,HOXC4,chr12,Island
cg02491017,HOXC4,chr12,S_Shore
cg14108840,HOXC4,chr12,S_Shore
cg24735790,HOXC4,chr12,N_Shore
cg00495775,HOXD10,chr2,Island
cg05500840,HOXD10,chr2,Island
cg23895340,HOXD10,chr2,N_Shore
cg24561661,HOXD10,chr2,Island
cg03782202,HOXD11,chr2,Island
cg07175883,HOXD13,chr2,Island
cg21384645,HOXD13,chr2,Island
cg11524235,HPCA,chr1,N_Shore
cg21604358,HPCA,chr1,Island
cg26524353,HPCA,chr1,S_Shore
cg11917595,HPCAL1,chr2,Open_Sea
cg11938718,HPCAL1,chr2,Open_Sea
cg23886515,HPCAL1,chr2,S_Shore
cg13896192,HPCAL4,chr1,Island
cg26781150,HPDL,chr1,Island
cg04555941,HPGD,chr4,S_Shore
cg12554857,HPGDS,chr4,Open_Sea
cg16567676,HPGDS,chr4,Open_Sea
cg04599631,HPSE,chr4,Island
cg19763168,HPSE,chr4,Island
cg16745930,HPSE2,chr10,Open_Sea
cg14164596,HPX,chr11,Open_Sea
cg12748258,HR,chr8,Island
cg26045434,HR,chr8,Island
cg26702929,HR,chr8,Island
cg22174486,HRAS,chr11,Island
cg22833618,HRC,chr19,N_Shelf
cg05551003,HRH1,chr3,Open_Sea
cg08039854,HRH1,chr3,Open_Sea
cg21566860,HRH1,chr3,Open_Sea
cg02527199,HRH2,chr5,Island
cg09575258,HRH2,chr5,N_Shore
cg11131902,HRH2,chr5,N_Shore
cg25568981,HRH2,chr5,S_Shore
cg10605520,HRH3,chr20,S_Shore
cg02384481,HRK,chr12,S_Shore
cg01420491,HS1BP3,chr2,Open_Sea
cg17907457,HS2ST1,chr1,Open_Sea
cg00368055,HS3ST1,chr4,S_Shore
cg24029517,HS3ST1,chr4,Island
cg03132773,HS3ST2,chr16,Island
cg03713642,HS3ST2,chr16,Island
cg03757784,HS3ST2,chr16,Island
cg10370599,HS3ST2,chr16,Island
cg19064258,HS3ST2,chr16,Island
cg20023231,HS3ST2,chr16,Island
cg07480567,HS3ST3A1,chr17,Island
cg19298225,HS3ST3A1,chr17,S_Shore
cg07073999,HS3ST3B1,chr17,S_Shore
cg12052658,HS3ST3B1,chr17,N_Shore
cg01421548,HS3ST4,chr16,S_Shore
cg01595325,HS3ST4,chr16,S_Shore
cg02390209,HS3ST4,chr16,Island
cg03376794,HS3ST4,chr16,Island
cg10311610,HS3ST4,chr16,Island
cg23235241,HS3ST4,chr16,Island
cg02201066,HS3ST5,chr6,Open_Sea
cg01618130,HS3ST6,chr16,Island
cg05417127,HS3ST6,chr16,Island
cg14936269,HS3ST6,chr16,Island
cg03222009,HS6ST1,chr2,Island
cg02448922,HS6ST1P1,chr1,Island
cg22455963,HS6ST2,chrX,S_Shelf
cg16897216,HSD11B1,chr1,Open_Sea
cg04833853,HSD17B12,chr11,S_Shore
cg06372015,HSD17B12,chr11,N_Shore
cg08124446,HSD17B12,chr11,N_Shore
cg11074814,HSD17B12,chr11,S_Shore
cg14901205,HSD17B12,chr11,N_Shore
cg15725584,HSD17B12,chr11,S_Shore
cg26419728,HSD17B12,chr11,S_Shore
cg26786893,HSD17B12,chr11,S_Shelf
cg01148073,HSD17B2,chr16,Open_Sea
cg03416601,HSD17B2,chr16,Open_Sea
cg19807685,HSD17B2,chr16,Open_Sea
cg22577438,HSD17B6,chr12,S_Shore
cg27407289,HSD17B7P2,chr10,S_Shelf
cg09162137,HSD3B7,chr16,S_Shelf
cg24115627,HSD3B7,chr16,S_Shelf
cg24359048,HSD52,chr1,Open_Sea
cg09693765,HSF2BP,chr21,N_Shelf
cg12831261,HSF2BP,chr21,Island
cg15715076,HSH2D,chr19,Open_Sea
cg05808225,HSPA12A,chr10,Island
cg24808891,HSPA12A,chr10,N_Shore
cg24847572,HSPA13,chr21,Island
cg18424091,HSPA1A,chr6,N_Shore
cg22715094,HSPA1A,chr6,Island
cg19754746,HSPA1B,chr6,N_Shore
cg03243683,HSPA1L,chr6,N_Shelf
cg13938218,HSPA1L,chr6,N_Shelf
cg19628456,HSPA1L,chr6,N_Shelf
cg19811425,HSPA1L,chr6,S_Shelf
cg00880494,HSPA2,chr14,Island
cg25009451,HSPA2,chr14,N_Shore
cg04421611,HSPA4L,chr4,N_Shore
cg26056348,HSPB1,chr7,Island
cg11187110,HSPB8,chr12,Open_Sea
cg07380334,HSPBP1,chr19,N_Shore
cg01366059,HSPD1,chr2,Island
cg04183933,HSPD1,chr2,Island
cg08602604,HSPD1,chr2,Island
cg00309945,HSPG2,chr1,N_Shore
cg14282182,HSPG2,chr1,Island
cg03373442,HSPH1,chr13,Island
cg06901392,HSPH1,chr13,Island
cg15576195,HTATIP2,chr11,Island
cg08259925,HTR1A,chr5,Island
cg23424273,HTR1B,chr6,Island
cg20991421,HTR1E,chr6,N_Shore
cg11514288,HTR2A,chr13,Open_Sea
cg06129596,HTR2C,chrX,Open_Sea
