cpg,gene,chromosome,f_type
cg27048684,KIAA0556,chr16,Open_Sea
cg02277509,KIAA0586,chr14,Island
cg13873762,KIAA0753,chr17,Island
cg15016062,KIAA0825,chr5,Open_Sea
cg23310237,KIAA0825,chr5,Open_Sea
cg26338386,KIAA0825,chr5,Open_Sea
cg03182584,KIAA0895,chr7,Open_Sea
cg06957790,KIAA0907,chr1,S_Shore
cg17032999,KIAA0907,chr1,N_Shore
cg17218154,KIAA0907,chr1,S_Shore
cg02830749,KIAA0922,chr4,Open_Sea
cg03464224,KIAA0922,chr4,Open_Sea
cg17226446,KIAA0922,chr4,Open_Sea
cg20367304,KIAA0922,chr4,S_Shelf
cg26466801,KIAA0922,chr4,Open_Sea
cg03776042,KIAA0930,chr22,N_Shelf
cg04223044,KIAA0930,chr22,Open_Sea
cg05345310,KIAA0930,chr22,N_Shore
cg07795766,KIAA0930,chr22,Open_Sea
cg08378742,KIAA0930,chr22,N_Shore
cg12251779,KIAA0930,chr22,Open_Sea
cg12983971,KIAA0930,chr22,N_Shore
cg13766329,KIAA0930,chr22,N_Shore
cg16702934,KIAA0930,chr22,Island
cg21331510,KIAA0930,chr22,N_Shore
cg21407354,KIAA0930,chr22,N_Shore
cg21935981,KIAA0930,chr22,Open_Sea
cg22488367,KIAA0930,chr22,Open_Sea
cg24104611,KIAA0930,chr22,S_Shore
cg00544449,KIAA1024,chr15,Island
cg00780845,KIAA1024,chr15,Island
cg05419425,KIAA1024,chr15,N_Shore
cg09390001,KIAA1024,chr15,Island
cg15431821,KIAA1024,chr15,Island
cg22963554,KIAA1024,chr15,Island
cg18170141,KIAA1033,chr12,N_Shore
cg14006266,KIAA1045,chr9,S_Shore
cg14380939,KIAA1045,chr9,Open_Sea
cg00702638,KIAA1143,chr3,Island
cg07303143,KIAA1143,chr3,Island
cg12141030,KIAA1143,chr3,Island
cg22314314,KIAA1143,chr3,N_Shore
cg24858591,KIAA1143,chr3,S_Shore
cg24888989,KIAA1143,chr3,Island
cg25743481,KIAA1143,chr3,Island
cg02574033,KIAA1147,chr7,N_Shelf
cg03995434,KIAA1147,chr7,Open_Sea
cg06390077,KIAA1147,chr7,Open_Sea
cg21395110,KIAA1147,chr7,Open_Sea
cg01327147,KIAA1161,chr9,Island
cg01746241,KIAA1161,chr9,Island
cg03202033,KIAA1161,chr9,N_Shore
cg06761424,KIAA1210,chrX,Island
cg07207959,KIAA1210,chrX,Island
cg17878899,KIAA1210,chrX,Island
cg20071884,KIAA1210,chrX,Island
cg20129827,KIAA1210,chrX,Island
cg26950514,KIAA1210,chrX,Island
cg27551771,KIAA1210,chrX,Open_Sea
cg02178081,KIAA1211,chr4,Island
cg05124166,KIAA1211,chr4,N_Shore
cg12879013,KIAA1211,chr4,Open_Sea
cg25769043,KIAA1211,chr4,Open_Sea
cg03171465,KIAA1211L,chr2,Island
cg04787024,KIAA1211L,chr2,Island
cg08517455,KIAA1211L,chr2,S_Shore
cg09236434,KIAA1211L,chr2,Island
cg11636504,KIAA1211L,chr2,Island
cg17968795,KIAA1211L,chr2,Island
cg18667659,KIAA1211L,chr2,Island
cg19043574,KIAA1211L,chr2,Island
cg20666917,KIAA1211L,chr2,Island
cg24047187,KIAA1211L,chr2,Open_Sea
cg00961517,KIAA1217,chr10,Open_Sea
cg02193611,KIAA1217,chr10,S_Shore
cg04063945,KIAA1217,chr10,Island
cg04154276,KIAA1217,chr10,Island
cg04275404,KIAA1217,chr10,Island
cg04911819,KIAA1217,chr10,Open_Sea
cg05217312,KIAA1217,chr10,Open_Sea
cg06806958,KIAA1217,chr10,Island
cg09330153,KIAA1217,chr10,N_Shore
cg09904358,KIAA1217,chr10,Open_Sea
cg10325509,KIAA1217,chr10,Open_Sea
cg13882278,KIAA1217,chr10,Island
cg16366546,KIAA1217,chr10,Open_Sea
cg16442712,KIAA1217,chr10,Open_Sea
cg18184218,KIAA1217,chr10,Open_Sea
cg18372600,KIAA1217,chr10,Open_Sea
cg18633693,KIAA1217,chr10,Island
cg22273925,KIAA1217,chr10,Island
cg22539706,KIAA1217,chr10,Open_Sea
cg22671691,KIAA1217,chr10,Open_Sea
cg25042430,KIAA1217,chr10,Island
cg26229043,KIAA1217,chr10,Open_Sea
cg26964636,KIAA1217,chr10,Open_Sea
cg01069182,KIAA1244,chr6,Open_Sea
cg01561856,KIAA1244,chr6,Open_Sea
cg02500392,KIAA1244,chr6,Open_Sea
cg03362421,KIAA1244,chr6,Open_Sea
cg05096634,KIAA1244,chr6,Island
cg07513204,KIAA1244,chr6,Open_Sea
cg11385476,KIAA1244,chr6,Open_Sea
cg16868145,KIAA1244,chr6,S_Shore
cg17480438,KIAA1244,chr6,Open_Sea
cg20291636,KIAA1244,chr6,Open_Sea
cg21719608,KIAA1244,chr6,Open_Sea
cg01223011,KIAA1257,chr3,S_Shore
cg02727530,KIAA1257,chr3,N_Shore
cg03344114,KIAA1257,chr3,S_Shore
cg24301690,KIAA1257,chr3,Island
cg05483617,KIAA1279,chr10,N_Shore
cg09164559,KIAA1279,chr10,N_Shore
cg08655800,KIAA1324,chr1,Open_Sea
cg01027229,KIAA1324L,chr7,Open_Sea
cg08200835,KIAA1324L,chr7,Open_Sea
cg19865375,KIAA1324L,chr7,Open_Sea
cg19961013,KIAA1324L,chr7,Open_Sea
cg22719826,KIAA1324L,chr7,Open_Sea
cg12219753,KIAA1328,chr18,Island
cg01837533,KIAA1407,chr3,Open_Sea
cg26107778,KIAA1407,chr3,S_Shore
cg00161683,KIAA1429,chr8,N_Shelf
cg16883935,KIAA1456,chr8,Open_Sea
cg25515982,KIAA1456,chr8,Open_Sea
cg26339990,KIAA1456,chr8,Open_Sea
cg00083042,KIAA1462,chr10,Open_Sea
cg01201802,KIAA1462,chr10,S_Shore
cg02111655,KIAA1462,chr10,Open_Sea
cg07616499,KIAA1462,chr10,Open_Sea
cg11732197,KIAA1462,chr10,Open_Sea
cg12786570,KIAA1462,chr10,Open_Sea
cg13661330,KIAA1462,chr10,Open_Sea
cg16072884,KIAA1462,chr10,Open_Sea
cg17143766,KIAA1462,chr10,Open_Sea
cg19603836,KIAA1462,chr10,Open_Sea
cg23648810,KIAA1462,chr10,Open_Sea
cg25047056,KIAA1462,chr10,Island
cg26878046,KIAA1462,chr10,Open_Sea
cg27036936,KIAA1462,chr10,Open_Sea
cg27268352,KIAA1462,chr10,Open_Sea
cg23510415,KIAA1467,chr12,Open_Sea
cg05710142,KIAA1522,chr1,S_Shelf
cg09167705,KIAA1522,chr1,Open_Sea
cg12478578,KIAA1522,chr1,Open_Sea
cg22048405,KIAA1522,chr1,Open_Sea
cg25850629,KIAA1522,chr1,S_Shelf
cg26514080,KIAA1522,chr1,Open_Sea
cg00057900,KIAA1549,chr7,S_Shore
cg02271490,KIAA1549,chr7,N_Shore
cg08736982,KIAA1549,chr7,Open_Sea
cg10269127,KIAA1549,chr7,Island
cg13877801,KIAA1549,chr7,Island
cg16989867,KIAA1549,chr7,Open_Sea
cg17968946,KIAA1549,chr7,Open_Sea
cg18077636,KIAA1549,chr7,S_Shore
cg21579209,KIAA1549,chr7,Open_Sea
cg22417613,KIAA1549,chr7,Open_Sea
cg03479289,KIAA1549L,chr11,Open_Sea
cg10334127,KIAA1549L,chr11,Open_Sea
cg11623855,KIAA1549L,chr11,Open_Sea
cg14472551,KIAA1549L,chr11,Open_Sea
cg22436253,KIAA1549L,chr11,Island
cg22937632,KIAA1549L,chr11,Open_Sea
cg23371883,KIAA1549L,chr11,S_Shore
cg12819011,KIAA1551,chr12,Open_Sea
cg20731015,KIAA1551,chr12,Island
cg02156380,KIAA1614,chr1,S_Shore
cg06692785,KIAA1614,chr1,S_Shore
cg06949778,KIAA1614,chr1,Open_Sea
cg06986584,KIAA1614,chr1,Island
cg12604950,KIAA1614,chr1,Island
cg19708901,KIAA1614,chr1,S_Shore
cg14027288,KIAA1614-AS1,chr1,Island
cg17237951,KIAA1614-AS1,chr1,N_Shore
cg18114294,KIAA1614-AS1,chr1,S_Shore
cg27473416,KIAA1614-AS1,chr1,Island
cg00283524,KIAA1644,chr22,Open_Sea
cg02687592,KIAA1644,chr22,Open_Sea
cg03392837,KIAA1644,chr22,Open_Sea
cg19189176,KIAA1644,chr22,Open_Sea
cg25466154,KIAA1644,chr22,Open_Sea
cg04692156,KIAA1671,chr22,N_Shore
cg26492686,KIAA1671,chr22,S_Shore
cg14544180,KIAA1683,chr19,Open_Sea
cg19296405,KIAA1683,chr19,Island
cg00863893,KIAA1731NL,chr17,Open_Sea
cg13694343,KIAA1731NL,chr17,Open_Sea
cg19944656,KIAA1731NL,chr17,Open_Sea
cg19770944,KIAA1841,chr2,N_Shore
cg20843052,KIAA1841,chr2,S_Shore
cg22597665,KIAA1841,chr2,N_Shore
cg24623422,KIAA1841,chr2,Island
cg01423393,KIAA1875,chr8,Island
cg14631276,KIAA1875,chr8,Island
cg14771070,KIAA1875,chr8,N_Shore
cg19978055,KIAA1875,chr8,N_Shore
cg00587628,KIAA1919,chr6,S_Shelf
cg03486976,KIAA2012,chr2,Open_Sea
cg08621447,KIAA2012,chr2,Island
cg09155881,KIAA2012,chr2,Open_Sea
cg09287629,KIAA2012,chr2,Island
cg10089801,KIAA2012,chr2,Island
cg16669607,KIAA2012,chr2,Open_Sea
cg16912319,KIAA2012,chr2,Open_Sea
cg24306177,KIAA2012,chr2,Open_Sea
cg25121292,KIAA2012,chr2,Island
cg26075408,KIAA2012,chr2,Open_Sea
cg26623263,KIAA2012,chr2,Open_Sea
cg26628476,KIAA2012,chr2,Open_Sea
cg07603449,KIAA2013,chr1,S_Shore
cg16365973,KIAA2013,chr1,S_Shore
cg07969785,KIAA2018,chr3,N_Shore
cg13211324,KIAA2018,chr3,Open_Sea
cg16481170,KIAA2022,chrX,S_Shore
cg05516140,KIDINS220,chr2,Island
cg03468382,KIF11,chr10,S_Shore
cg02727079,KIF13A,chr6,N_Shore
cg05874233,KIF13A,chr6,Open_Sea
cg09728393,KIF13A,chr6,Open_Sea
cg12662084,KIF13A,chr6,Open_Sea
cg15414930,KIF13A,chr6,N_Shore
cg18213495,KIF13A,chr6,N_Shelf
cg07058086,KIF13B,chr8,Island
cg07237653,KIF13B,chr8,Open_Sea
cg14895374,KIF13B,chr8,S_Shore
cg16142313,KIF13B,chr8,Open_Sea
cg00754027,KIF14,chr1,S_Shore
cg11721610,KIF14,chr1,Open_Sea
cg23915111,KIF14,chr1,Island
cg00840320,KIF15,chr3,Open_Sea
cg04682845,KIF15,chr3,S_Shore
cg06390653,KIF16B,chr20,S_Shore
cg26272575,KIF16B,chr20,N_Shore
cg05129477,KIF17,chr1,S_Shore
cg05356564,KIF17,chr1,Island
cg09793172,KIF17,chr1,Island
cg16497921,KIF18A,chr11,N_Shelf
cg00627029,KIF19,chr17,S_Shore
cg01360413,KIF19,chr17,Island
cg02781105,KIF19,chr17,N_Shore
cg12191232,KIF19,chr17,N_Shelf
cg12700788,KIF19,chr17,Island
cg13242249,KIF19,chr17,Open_Sea
cg13526518,KIF19,chr17,N_Shore
cg14823789,KIF19,chr17,S_Shore
cg14952312,KIF19,chr17,Island
cg16709232,KIF19,chr17,Island
cg18944047,KIF19,chr17,Island
cg27211088,KIF19,chr17,N_Shelf
cg03342543,KIF1A,chr2,N_Shore
cg03554736,KIF1A,chr2,Island
cg04553960,KIF1A,chr2,Island
cg09969806,KIF1A,chr2,Island
cg12431299,KIF1A,chr2,Island
cg12923745,KIF1A,chr2,Open_Sea
cg13263576,KIF1A,chr2,N_Shore
cg14464401,KIF1A,chr2,Open_Sea
cg15023006,KIF1A,chr2,Island
cg17500202,KIF1A,chr2,Island
cg18388084,KIF1A,chr2,Open_Sea
cg03517712,KIF1B,chr1,Island
cg08718293,KIF1B,chr1,Open_Sea
cg21406409,KIF1B,chr1,Open_Sea
cg23716690,KIF1B,chr1,Open_Sea
cg23108580,KIF21A,chr12,Open_Sea
cg01637011,KIF21B,chr1,Island
cg04860852,KIF21B,chr1,S_Shore
cg07561747,KIF21B,chr1,Open_Sea
cg18535415,KIF21B,chr1,Open_Sea
cg21218687,KIF21B,chr1,S_Shore
cg21888214,KIF21B,chr1,Island
cg22448090,KIF21B,chr1,Open_Sea
cg26252592,KIF21B,chr1,S_Shore
cg26838949,KIF21B,chr1,Open_Sea
cg27386431,KIF21B,chr1,N_Shore
cg03462115,KIF22,chr16,Island
cg05343105,KIF22,chr16,N_Shore
cg11255039,KIF22,chr16,Island
cg05717833,KIF23,chr15,N_Shore
cg01134139,KIF25,chr6,N_Shore
cg03001276,KIF25,chr6,Open_Sea
cg03662475,KIF25,chr6,Open_Sea
cg17001430,KIF25,chr6,Open_Sea
cg17133750,KIF25,chr6,Island
cg18761763,KIF25,chr6,Open_Sea
cg21477075,KIF25,chr6,N_Shelf
cg21906947,KIF25,chr6,Open_Sea
cg22128605,KIF25,chr6,S_Shore
cg00664730,KIF25-AS1,chr6,S_Shelf
cg10367069,KIF25-AS1,chr6,S_Shelf
cg14041603,KIF25-AS1,chr6,S_Shelf
cg14157549,KIF25-AS1,chr6,S_Shelf
cg16301975,KIF25-AS1,chr6,S_Shelf
cg19527959,KIF25-AS1,chr6,S_Shelf
cg00687612,KIF26A,chr14,S_Shore
cg01172082,KIF26A,chr14,Island
cg01612220,KIF26A,chr14,N_Shore
cg01716827,KIF26A,chr14,N_Shore
cg02189738,KIF26A,chr14,Island
cg02922817,KIF26A,chr14,S_Shore
cg04108788,KIF26A,chr14,Open_Sea
cg04946506,KIF26A,chr14,Island
cg06760280,KIF26A,chr14,N_Shore
cg09282388,KIF26A,chr14,N_Shelf
cg09333325,KIF26A,chr14,Open_Sea
cg10357473,KIF26A,chr14,Island
cg10824725,KIF26A,chr14,S_Shore
cg11792470,KIF26A,chr14,Island
cg11805401,KIF26A,chr14,S_Shelf
cg12182408,KIF26A,chr14,N_Shelf
cg12468119,KIF26A,chr14,Island
cg13243638,KIF26A,chr14,Island
cg13250679,KIF26A,chr14,S_Shore
cg13572596,KIF26A,chr14,Island
cg14058100,KIF26A,chr14,Island
cg14120984,KIF26A,chr14,S_Shelf
cg14251173,KIF26A,chr14,S_Shore
cg14261875,KIF26A,chr14,N_Shore
cg15462530,KIF26A,chr14,Island
cg18081515,KIF26A,chr14,N_Shore
cg18103756,KIF26A,chr14,Open_Sea
cg18287067,KIF26A,chr14,Island
cg18693479,KIF26A,chr14,N_Shore
cg19003626,KIF26A,chr14,N_Shore
cg19800856,KIF26A,chr14,Island
cg19992808,KIF26A,chr14,N_Shore
cg21119293,KIF26A,chr14,N_Shore
cg21515956,KIF26A,chr14,S_Shelf
cg21519510,KIF26A,chr14,N_Shore
cg22812030,KIF26A,chr14,Island
cg23962342,KIF26A,chr14,Island
cg25131771,KIF26A,chr14,Island
cg25611736,KIF26A,chr14,Island
cg02388488,KIF26B,chr1,Open_Sea
cg03896752,KIF26B,chr1,Open_Sea
cg03937966,KIF26B,chr1,Island
cg05034124,KIF26B,chr1,Open_Sea
cg05957703,KIF26B,chr1,S_Shore
cg07915884,KIF26B,chr1,Open_Sea
cg08887028,KIF26B,chr1,S_Shelf
cg09368188,KIF26B,chr1,Open_Sea
cg12446088,KIF26B,chr1,Open_Sea
cg12720965,KIF26B,chr1,Open_Sea
cg13303358,KIF26B,chr1,Open_Sea
cg13953828,KIF26B,chr1,Island
cg14174928,KIF26B,chr1,Open_Sea
cg15561613,KIF26B,chr1,Island
cg15896560,KIF26B,chr1,Open_Sea
cg16362305,KIF26B,chr1,S_Shelf
cg16682257,KIF26B,chr1,Open_Sea
cg17126435,KIF26B,chr1,Open_Sea
cg19368911,KIF26B,chr1,Open_Sea
cg19855153,KIF26B,chr1,Open_Sea
cg21382878,KIF26B,chr1,N_Shore
cg22226656,KIF26B,chr1,Open_Sea
cg24359109,KIF26B,chr1,Open_Sea
cg24673955,KIF26B,chr1,N_Shore
cg25683662,KIF26B,chr1,Open_Sea
cg25757224,KIF26B,chr1,Open_Sea
cg26109154,KIF26B,chr1,Open_Sea
cg27431182,KIF26B,chr1,S_Shore
cg00426963,KIF27,chr9,Island
cg03531853,KIF27,chr9,N_Shore
cg00532502,KIF28P,chr1,S_Shore
cg03340119,KIF28P,chr1,Island
cg03596016,KIF28P,chr1,Island
cg08535928,KIF28P,chr1,Island
cg09113505,KIF28P,chr1,S_Shelf
cg11751688,KIF28P,chr1,Open_Sea
cg15139304,KIF28P,chr1,Open_Sea
cg15176829,KIF28P,chr1,Island
cg18950481,KIF28P,chr1,S_Shore
cg23602453,KIF28P,chr1,Open_Sea
cg01131866,KIF2A,chr5,N_Shore
cg03072195,KIF2B,chr17,Open_Sea
cg04444506,KIF2B,chr17,Open_Sea
cg04851314,KIF2B,chr17,Open_Sea
cg05770314,KIF2B,chr17,Open_Sea
cg08030662,KIF2B,chr17,Open_Sea
cg08316234,KIF2B,chr17,Open_Sea
cg10158151,KIF2B,chr17,Open_Sea
cg13521991,KIF2B,chr17,Open_Sea
cg15844441,KIF2B,chr17,Open_Sea
cg20130965,KIF2B,chr17,Open_Sea
cg17418643,KIF2C,chr1,S_Shelf
cg07361874,KIF3A,chr5,S_Shore
cg12209165,KIF3A,chr5,S_Shore
cg01078772,KIF3B,chr20,Open_Sea
cg00094851,KIF3C,chr2,S_Shore
cg02855981,KIF3C,chr2,N_Shore
cg07596494,KIF3C,chr2,Island
cg11277966,KIF3C,chr2,S_Shore
cg11498602,KIF4A,chrX,N_Shore
cg04270799,KIF5A,chr12,S_Shore
cg02116794,KIF5B,chr10,N_Shelf
cg08012454,KIF5B,chr10,Island
cg02380135,KIF5C,chr2,N_Shore
cg07900197,KIF5C,chr2,Open_Sea
cg12033029,KIF5C,chr2,Open_Sea
cg17862981,KIF5C,chr2,S_Shelf
cg21303039,KIF5C,chr2,Open_Sea
cg01090026,KIF6,chr6,N_Shore
cg02088237,KIF6,chr6,Open_Sea
cg03139423,KIF6,chr6,Open_Sea
cg04321126,KIF6,chr6,Open_Sea
cg06473276,KIF6,chr6,Open_Sea
cg07913887,KIF6,chr6,S_Shore
cg12350407,KIF6,chr6,Open_Sea
cg17275551,KIF6,chr6,Open_Sea
cg18191162,KIF6,chr6,S_Shore
cg03312532,KIF7,chr15,Open_Sea
cg05321275,KIF7,chr15,Island
cg11597157,KIF7,chr15,N_Shore
cg12762600,KIF7,chr15,N_Shore
cg19638259,KIF7,chr15,N_Shelf
cg26282505,KIF7,chr15,Island
cg17579089,KIF9,chr3,Open_Sea
cg01149768,KIFC1,chr6,N_Shelf
cg04789839,KIFC1,chr6,Island
cg11223101,KIFC1,chr6,S_Shore
cg14204100,KIFC1,chr6,N_Shelf
cg15401405,KIFC1,chr6,S_Shore
cg15924693,KIFC1,chr6,N_Shore
cg06666727,KIFC2,chr8,N_Shore
cg11025705,KIFC2,chr8,Island
cg11290225,KIFC2,chr8,S_Shore
cg11757293,KIFC2,chr8,S_Shore
cg15006175,KIFC2,chr8,Island
cg04273148,KIFC3,chr16,Open_Sea
cg04285141,KIFC3,chr16,Open_Sea
cg16429725,KIFC3,chr16,S_Shelf
cg05008854,KIN,chr10,N_Shelf
cg00876196,KIR2DL4,chr19,Open_Sea
cg01454237,KIR2DL4,chr19,Open_Sea
cg03247919,KIR2DL4,chr19,Open_Sea
cg13444135,KIR2DL4,chr19,Open_Sea
cg14238625,KIR2DL4,chr19,Open_Sea
cg24366241,KIR2DL4,chr19,Open_Sea
cg24838349,KIR2DL4,chr19,Open_Sea
cg06494497,KIR2DS4,chr19,Open_Sea
cg22556816,KIR2DS4,chr19,Open_Sea
cg12304663,KIR3DL1,chr19,Open_Sea
cg15588997,KIR3DL1,chr19,Open_Sea
cg19689800,KIR3DL1,chr19,Open_Sea
cg01449341,KIR3DX1,chr19,Open_Sea
cg03602500,KIR3DX1,chr19,Open_Sea
cg04244985,KIR3DX1,chr19,Open_Sea
cg24119869,KIR3DX1,chr19,Open_Sea
cg25033144,KIR3DX1,chr19,Open_Sea
cg03649574,KIRREL,chr1,Open_Sea
cg25876319,KIRREL,chr1,Open_Sea
cg01588826,KIRREL2,chr19,S_Shore
cg10786645,KIRREL2,chr19,S_Shore
cg12183993,KIRREL2,chr19,Island
cg23087300,KIRREL2,chr19,S_Shore
cg27035708,KIRREL2,chr19,N_Shelf
cg00373707,KIRREL3,chr11,Island
cg02883247,KIRREL3,chr11,Open_Sea
cg03167429,KIRREL3,chr11,Island
cg03432085,KIRREL3,chr11,Open_Sea
cg04832325,KIRREL3,chr11,Open_Sea
cg05422174,KIRREL3,chr11,Open_Sea
cg07325539,KIRREL3,chr11,Open_Sea
cg07534823,KIRREL3,chr11,Open_Sea
cg08336938,KIRREL3,chr11,Open_Sea
cg09913813,KIRREL3,chr11,Open_Sea
cg09997244,KIRREL3,chr11,Open_Sea
cg10363005,KIRREL3,chr11,N_Shelf
cg10640398,KIRREL3,chr11,Open_Sea
cg11751545,KIRREL3,chr11,Open_Sea
cg11982958,KIRREL3,chr11,N_Shore
cg12480390,KIRREL3,chr11,Open_Sea
cg12723492,KIRREL3,chr11,Open_Sea
cg12731799,KIRREL3,chr11,Open_Sea
cg15334391,KIRREL3,chr11,Open_Sea
cg15436551,KIRREL3,chr11,Island
cg15962313,KIRREL3,chr11,Open_Sea
cg16235809,KIRREL3,chr11,Open_Sea
cg16592378,KIRREL3,chr11,Open_Sea
cg16634901,KIRREL3,chr11,Open_Sea
cg16904321,KIRREL3,chr11,Open_Sea
cg17422915,KIRREL3,chr11,Open_Sea
cg17534999,KIRREL3,chr11,N_Shore
cg18014842,KIRREL3,chr11,Open_Sea
cg18567882,KIRREL3,chr11,Open_Sea
cg20051949,KIRREL3,chr11,Open_Sea
cg20358011,KIRREL3,chr11,Open_Sea
cg21025349,KIRREL3,chr11,Open_Sea
cg21821329,KIRREL3,chr11,Open_Sea
cg22205341,KIRREL3,chr11,Open_Sea
cg25245082,KIRREL3,chr11,S_Shore
cg26534938,KIRREL3,chr11,Island
cg00358936,KISS1,chr1,Open_Sea
cg08530008,KISS1,chr1,S_Shore
cg11968713,KISS1,chr1,Open_Sea
cg12731349,KISS1,chr1,Island
cg13065121,KISS1,chr1,N_Shore
cg23788856,KISS1,chr1,Island
cg06483432,KIT,chr4,N_Shore
cg17854066,KIT,chr4,Open_Sea
cg24867302,KIT,chr4,Open_Sea
cg05504354,KITLG,chr12,S_Shore
cg10615519,KITLG,chr12,Island
cg22032532,KITLG,chr12,Island
cg26827893,KIZ,chr20,N_Shore
cg09886946,KL,chr13,Island
cg17806623,KL,chr13,Island
cg18056695,KL,chr13,N_Shore
cg26325430,KL,chr13,Open_Sea
cg01921423,KLB,chr4,S_Shelf
cg21880903,KLB,chr4,Open_Sea
cg27024271,KLB,chr4,N_Shore
cg00845775,KLC1,chr14,Open_Sea
cg00995807,KLC1,chr14,Open_Sea
cg01181105,KLC1,chr14,Island
cg01812400,KLC1,chr14,N_Shelf
cg02194129,KLC1,chr14,Open_Sea
cg03474687,KLC1,chr14,N_Shelf
cg07511317,KLC1,chr14,Open_Sea
cg12798040,KLC1,chr14,Open_Sea
cg12944183,KLC1,chr14,Open_Sea
cg13982601,KLC1,chr14,Open_Sea
cg14172849,KLC1,chr14,Open_Sea
cg15322516,KLC1,chr14,Open_Sea
cg18597188,KLC1,chr14,N_Shelf
cg23193616,KLC1,chr14,N_Shelf
cg23369670,KLC1,chr14,Open_Sea
cg23702848,KLC1,chr14,Open_Sea
cg25561904,KLC1,chr14,S_Shore
cg25999604,KLC1,chr14,N_Shelf
cg26318872,KLC1,chr14,Open_Sea
cg27170268,KLC1,chr14,Open_Sea
cg15201417,KLC2,chr11,Island
cg15299835,KLC2,chr11,Island
cg19553869,KLC2,chr11,Island
cg22986178,KLC2,chr11,Island
cg24781737,KLC2,chr11,N_Shore
cg25618573,KLC2,chr11,Island
cg03719947,KLC3,chr19,S_Shore
cg04382643,KLC3,chr19,Island
cg13668450,KLC3,chr19,S_Shore
cg25481705,KLC3,chr19,Island
cg07099407,KLC4,chr6,S_Shore
cg16297435,KLC4,chr6,S_Shore
cg08679013,KLF1,chr19,S_Shore
cg15866047,KLF1,chr19,S_Shore
cg17721910,KLF1,chr19,Island
cg18226169,KLF1,chr19,S_Shore
cg22894983,KLF1,chr19,S_Shore
cg26136776,KLF1,chr19,S_Shore
cg25338563,KLF10,chr8,S_Shore
cg07966251,KLF11,chr2,Open_Sea
cg09641127,KLF11,chr2,Open_Sea
cg15123428,KLF11,chr2,S_Shore
cg26396370,KLF11,chr2,Open_Sea
cg09874659,KLF12,chr13,Open_Sea
cg09996325,KLF12,chr13,Open_Sea
cg14043104,KLF12,chr13,Open_Sea
cg03465028,KLF13,chr15,Open_Sea
cg07814318,KLF13,chr15,S_Shelf
cg10486488,KLF13,chr15,Open_Sea
cg20629587,KLF13,chr15,Island
cg20697010,KLF13,chr15,N_Shore
cg27628707,KLF13,chr15,Open_Sea
cg00094518,KLF14,chr7,Island
cg02778245,KLF14,chr7,S_Shore
cg04528819,KLF14,chr7,Island
cg05651960,KLF14,chr7,Island
cg06038655,KLF14,chr7,S_Shore
cg06533629,KLF14,chr7,S_Shore
cg07955995,KLF14,chr7,S_Shore
cg08097417,KLF14,chr7,Island
cg08719712,KLF14,chr7,S_Shore
cg09499629,KLF14,chr7,Island
cg14361627,KLF14,chr7,Island
cg18751682,KLF14,chr7,Island
cg20426994,KLF14,chr7,Island
cg21449170,KLF14,chr7,Island
cg22285878,KLF14,chr7,S_Shore
cg00540067,KLF15,chr3,N_Shore
cg01373896,KLF16,chr19,Island
cg04998634,KLF16,chr19,Island
cg05379634,KLF16,chr19,Island
cg08287334,KLF16,chr19,Island
cg08525314,KLF16,chr19,Island
cg22672431,KLF16,chr19,N_Shore
cg24226281,KLF16,chr19,Island
cg12608881,KLF17,chr1,Open_Sea
cg05906166,KLF2,chr19,Island
cg03910048,KLF3,chr4,Island
cg05205842,KLF3,chr4,Open_Sea
cg09915299,KLF3,chr4,S_Shore
cg22051776,KLF3,chr4,Island
cg24491704,KLF3,chr4,S_Shelf
cg05241406,KLF3-AS1,chr4,N_Shelf
cg03066050,KLF4,chr9,Island
cg01645401,KLF5,chr13,Open_Sea
cg09667226,KLF5,chr13,N_Shore
cg20524889,KLF5,chr13,Open_Sea
cg22065124,KLF5,chr13,Open_Sea
cg01496720,KLF6,chr10,S_Shore
cg06048750,KLF6,chr10,Island
cg07639900,KLF6,chr10,S_Shore
cg11847468,KLF6,chr10,S_Shore
cg13454226,KLF6,chr10,N_Shore
cg14174912,KLF6,chr10,S_Shore
cg23680451,KLF6,chr10,Island
cg24003508,KLF6,chr10,S_Shore
cg24287110,KLF6,chr10,S_Shore
cg25749254,KLF6,chr10,Island
cg02577773,KLF7,chr2,N_Shelf
cg03003394,KLF7,chr2,Open_Sea
cg05214708,KLF7,chr2,Open_Sea
cg05861291,KLF7,chr2,Open_Sea
cg06916059,KLF7,chr2,Open_Sea
cg10278149,KLF7,chr2,Open_Sea
cg12251895,KLF7,chr2,Open_Sea
cg19361800,KLF7,chr2,Open_Sea
cg20019410,KLF7,chr2,Open_Sea
cg25656981,KLF8,chrX,S_Shelf
cg09468231,KLHDC10,chr7,N_Shore
cg01260308,KLHDC2,chr14,N_Shore
cg15827101,KLHDC2,chr14,S_Shelf
cg21910650,KLHDC3,chr6,S_Shore
cg00227665,KLHDC4,chr16,N_Shore
cg00487155,KLHDC4,chr16,N_Shore
cg01538731,KLHDC4,chr16,S_Shelf
cg01624637,KLHDC4,chr16,S_Shore
cg01838863,KLHDC4,chr16,Island
cg02924834,KLHDC4,chr16,S_Shore
cg03437140,KLHDC4,chr16,N_Shore
cg04196691,KLHDC4,chr16,N_Shore
cg05830220,KLHDC4,chr16,N_Shelf
