cpg,gene,chromosome,f_type
cg27478961,CYYR1,chr21,N_Shore
cg01222168,D2HGDH,chr2,Open_Sea
cg01588449,D2HGDH,chr2,Open_Sea
cg07725711,D2HGDH,chr2,N_Shelf
cg12163823,D2HGDH,chr2,Island
cg15999274,D2HGDH,chr2,Open_Sea
cg22641501,D2HGDH,chr2,Open_Sea
cg24902174,D2HGDH,chr2,N_Shelf
cg27590905,D2HGDH,chr2,Open_Sea
cg05274323,D4S234E,chr4,N_Shore
cg08291342,D4S234E,chr4,Open_Sea
cg09472821,D4S234E,chr4,Open_Sea
cg12032782,D4S234E,chr4,Open_Sea
cg13432708,D4S234E,chr4,Island
cg17584804,D4S234E,chr4,Island
cg23186787,D4S234E,chr4,Open_Sea
cg04272613,DAAM1,chr14,Open_Sea
cg05265730,DAAM1,chr14,Open_Sea
cg18819791,DAAM1,chr14,Open_Sea
cg23315932,DAAM1,chr14,Open_Sea
cg23862792,DAAM1,chr14,S_Shore
cg01253725,DAAM2,chr6,Island
cg01813752,DAAM2,chr6,N_Shore
cg01985396,DAAM2,chr6,S_Shore
cg05609656,DAAM2,chr6,Open_Sea
cg10035583,DAAM2,chr6,S_Shore
cg14438453,DAAM2,chr6,Open_Sea
cg20862097,DAAM2,chr6,S_Shore
cg23104951,DAAM2,chr6,Open_Sea
cg26786974,DAAM2,chr6,Open_Sea
cg27351239,DAAM2,chr6,Open_Sea
cg01067603,DAB1,chr1,Open_Sea
cg01451162,DAB1,chr1,N_Shore
cg01771213,DAB1,chr1,Open_Sea
cg01923724,DAB1,chr1,Open_Sea
cg04910179,DAB1,chr1,Open_Sea
cg06211272,DAB1,chr1,S_Shore
cg06868098,DAB1,chr1,Open_Sea
cg08164484,DAB1,chr1,N_Shore
cg08465708,DAB1,chr1,Open_Sea
cg11951010,DAB1,chr1,Open_Sea
cg12480034,DAB1,chr1,Island
cg15898414,DAB1,chr1,N_Shore
cg16011371,DAB1,chr1,Open_Sea
cg18174779,DAB1,chr1,Open_Sea
cg18229457,DAB1,chr1,Open_Sea
cg19238448,DAB1,chr1,Open_Sea
cg19810723,DAB1,chr1,Open_Sea
cg20292791,DAB1,chr1,Open_Sea
cg26311208,DAB1,chr1,Island
cg26398044,DAB1,chr1,Open_Sea
cg26513689,DAB1,chr1,S_Shore
cg00403579,DAB2IP,chr9,N_Shore
cg01189813,DAB2IP,chr9,Island
cg01305539,DAB2IP,chr9,Open_Sea
cg04661709,DAB2IP,chr9,N_Shore
cg05357131,DAB2IP,chr9,Island
cg08128768,DAB2IP,chr9,Island
cg13060154,DAB2IP,chr9,Island
cg13833607,DAB2IP,chr9,N_Shelf
cg13928417,DAB2IP,chr9,Island
cg14029324,DAB2IP,chr9,S_Shore
cg14254686,DAB2IP,chr9,Open_Sea
cg14383549,DAB2IP,chr9,Open_Sea
cg14416875,DAB2IP,chr9,N_Shore
cg14594187,DAB2IP,chr9,Island
cg24015249,DAB2IP,chr9,Island
cg24794433,DAB2IP,chr9,Island
cg00049102,DACH1,chr13,Open_Sea
cg01311064,DACH1,chr13,N_Shore
cg06524757,DACH1,chr13,Island
cg09096054,DACH1,chr13,Open_Sea
cg11664313,DACH1,chr13,Island
cg16183813,DACH1,chr13,N_Shore
cg17253835,DACH1,chr13,Open_Sea
cg18041207,DACH1,chr13,N_Shore
cg24152818,DACH1,chr13,Open_Sea
cg26413827,DACH1,chr13,N_Shore
cg16144072,DACH2,chrX,Island
cg17571554,DACH2,chrX,Island
cg27545072,DACH2,chrX,Open_Sea
cg14252569,DACT1,chr14,Island
cg21858516,DACT1,chr14,N_Shore
cg22906574,DACT1,chr14,S_Shore
cg23033518,DACT1,chr14,N_Shelf
cg01835282,DACT2,chr6,Island
cg02181624,DACT2,chr6,N_Shelf
cg04272694,DACT2,chr6,N_Shore
cg04921914,DACT2,chr6,N_Shore
cg10656687,DACT2,chr6,N_Shore
cg11810743,DACT2,chr6,Open_Sea
cg12256206,DACT2,chr6,Island
cg12421834,DACT2,chr6,Open_Sea
cg13504283,DACT2,chr6,N_Shore
cg15997429,DACT2,chr6,Open_Sea
cg16479247,DACT2,chr6,N_Shelf
cg21223803,DACT2,chr6,S_Shore
cg08906015,DACT3,chr19,Open_Sea
cg12550816,DACT3,chr19,Island
cg14889329,DACT3,chr19,Island
cg18752412,DACT3,chr19,N_Shelf
cg18529846,DAD1,chr14,Island
cg02134305,DAG1,chr3,Island
cg12079597,DAG1,chr3,Open_Sea
cg18648997,DAG1,chr3,Open_Sea
cg02088673,DAGLA,chr11,S_Shelf
cg02362292,DAGLA,chr11,S_Shore
cg04709703,DAGLA,chr11,S_Shore
cg06849167,DAGLA,chr11,S_Shore
cg10969245,DAGLA,chr11,S_Shore
cg11466713,DAGLA,chr11,Island
cg12472022,DAGLA,chr11,Open_Sea
cg23976388,DAGLA,chr11,N_Shore
cg26592208,DAGLA,chr11,Open_Sea
cg08038074,DAGLB,chr7,N_Shore
cg08697244,DAGLB,chr7,Island
cg08850675,DAGLB,chr7,N_Shore
cg13645704,DAGLB,chr7,N_Shore
cg16433771,DAGLB,chr7,Island
cg22691333,DAGLB,chr7,Island
cg25909811,DAGLB,chr7,Island
cg17304467,DAK,chr11,S_Shelf
cg17597374,DAK,chr11,N_Shore
cg03861029,DALRD3,chr3,Island
cg12810548,DANCR,chr4,Island
cg14966236,DANCR,chr4,N_Shelf
cg02596107,DAND5,chr19,Open_Sea
cg15415411,DAND5,chr19,Open_Sea
cg16854606,DAND5,chr19,Open_Sea
cg27657603,DAND5,chr19,Open_Sea
cg01694331,DAO,chr12,Open_Sea
cg11747499,DAO,chr12,S_Shore
cg13846327,DAOA,chr13,Open_Sea
cg19633004,DAP,chr5,Open_Sea
cg20963696,DAP,chr5,Open_Sea
cg05475556,DAPK1,chr9,Island
cg08719486,DAPK1,chr9,N_Shore
cg13752933,DAPK1,chr9,S_Shore
cg13778339,DAPK1,chr9,N_Shelf
cg14071249,DAPK1,chr9,N_Shore
cg14134019,DAPK1,chr9,Open_Sea
cg15746719,DAPK1,chr9,Island
cg17984409,DAPK1,chr9,Island
cg00307150,DAPK2,chr15,Open_Sea
cg01859228,DAPK2,chr15,Open_Sea
cg13645296,DAPK2,chr15,Open_Sea
cg00771170,DAPK3,chr19,Island
cg18748062,DAPK3,chr19,S_Shore
cg21992932,DAPL1,chr2,Open_Sea
cg00382190,DARS,chr2,Island
cg25061451,DARS2,chr1,Open_Sea
cg00063174,DAW1,chr2,Island
cg01216370,DAW1,chr2,Island
cg08034379,DAW1,chr2,Island
cg13808278,DAW1,chr2,Open_Sea
cg14329157,DAW1,chr2,N_Shore
cg14646075,DAW1,chr2,N_Shore
cg20647610,DAW1,chr2,Island
cg21577049,DAW1,chr2,Island
cg22079747,DAW1,chr2,N_Shore
cg23807890,DAW1,chr2,Island
cg00117005,DAXX,chr6,Island
cg00187059,DAXX,chr6,N_Shore
cg00949008,DAXX,chr6,Island
cg04271391,DAXX,chr6,S_Shore
cg04399147,DAXX,chr6,N_Shore
cg05147195,DAXX,chr6,Island
cg05325705,DAXX,chr6,Island
cg06513977,DAXX,chr6,Island
cg07607074,DAXX,chr6,S_Shore
cg08255964,DAXX,chr6,S_Shore
cg09864211,DAXX,chr6,Island
cg10585379,DAXX,chr6,S_Shore
cg11111423,DAXX,chr6,Island
cg11245145,DAXX,chr6,S_Shore
cg12832355,DAXX,chr6,Island
cg13443893,DAXX,chr6,S_Shore
cg13851641,DAXX,chr6,Island
cg14523639,DAXX,chr6,Island
cg14622330,DAXX,chr6,S_Shore
cg15583349,DAXX,chr6,N_Shore
cg16315106,DAXX,chr6,N_Shore
cg17251196,DAXX,chr6,N_Shore
cg18113453,DAXX,chr6,S_Shore
cg18486541,DAXX,chr6,S_Shore
cg18967278,DAXX,chr6,Island
cg21350498,DAXX,chr6,Island
cg21521230,DAXX,chr6,N_Shore
cg23911291,DAXX,chr6,N_Shore
cg24354924,DAXX,chr6,N_Shore
cg24728112,DAXX,chr6,Island
cg26919618,DAXX,chr6,S_Shore
cg27393652,DAXX,chr6,Island
cg01863319,DAZAP1,chr19,Island
cg08532998,DAZAP1,chr19,S_Shore
cg09517428,DAZAP1,chr19,S_Shore
cg11656553,DAZAP1,chr19,Island
cg12272104,DAZAP1,chr19,Island
cg15674719,DAZAP1,chr19,Island
cg19593255,DAZAP1,chr19,Island
cg21603006,DAZAP1,chr19,Island
cg22528521,DAZAP1,chr19,Island
cg00554948,DAZAP2,chr12,N_Shore
cg10017293,DAZAP2,chr12,Open_Sea
cg09439260,DAZL,chr3,N_Shore
cg15180637,DAZL,chr3,Island
cg16436210,DAZL,chr3,Open_Sea
cg17858811,DAZL,chr3,N_Shelf
cg22703164,DAZL,chr3,S_Shore
cg22929549,DAZL,chr3,S_Shore
cg08838806,DBF4,chr7,Island
cg16446591,DBF4,chr7,Island
cg22168525,DBF4,chr7,Island
ch.7.1866993F,DBF4,chr7,Open_Sea
cg09383846,DBF4P1,chr10,N_Shore
cg14559409,DBF4P1,chr10,Island
cg15891076,DBF4P1,chr10,Island
cg26101183,DBF4P1,chr10,Island
cg13521156,DBH,chr9,Open_Sea
cg21181594,DBH,chr9,Open_Sea
cg03693553,DBI,chr2,Open_Sea
cg04820386,DBIL5P,chr17,Island
cg09815927,DBIL5P,chr17,Island
cg12423398,DBIL5P,chr17,Island
cg16216148,DBIL5P,chr17,Island
cg07482766,DBN1,chr5,S_Shore
cg08708212,DBN1,chr5,Island
cg22565399,DBN1,chr5,N_Shelf
cg26900724,DBN1,chr5,S_Shore
cg27098807,DBN1,chr5,S_Shore
cg27139941,DBN1,chr5,S_Shore
cg02191970,DBNDD1,chr16,S_Shore
cg02212934,DBNDD1,chr16,S_Shore
cg04731384,DBNDD1,chr16,Open_Sea
cg10076951,DBNDD1,chr16,S_Shore
cg16445596,DBNDD1,chr16,Open_Sea
cg16467775,DBNDD1,chr16,Island
cg27298262,DBNDD1,chr16,Open_Sea
cg02808257,DBNDD2,chr20,S_Shore
cg05457514,DBNDD2,chr20,Island
cg01937842,DBNL,chr7,N_Shore
cg01953390,DBNL,chr7,S_Shore
cg09644332,DBNL,chr7,S_Shore
cg20808363,DBNL,chr7,S_Shore
cg01013600,DBP,chr19,S_Shore
cg21103306,DBP,chr19,Island
cg00933443,DBR1,chr3,N_Shore
cg18813448,DBR1,chr3,Island
cg03847230,DBT,chr1,N_Shelf
cg23062876,DBT,chr1,Open_Sea
cg19375210,DBX1,chr11,S_Shore
cg05017015,DCAF11,chr14,S_Shore
cg10536303,DCAF11,chr14,N_Shore
cg11204671,DCAF11,chr14,Island
cg20454520,DCAF11,chr14,S_Shore
cg13849647,DCAF12,chr9,N_Shelf
cg10991514,DCAF12L2,chrX,Island
cg21484182,DCAF12L2,chrX,Island
cg26224242,DCAF12L2,chrX,Island
cg00558813,DCAF15,chr19,Island
cg02801152,DCAF15,chr19,Island
cg15654897,DCAF15,chr19,S_Shore
cg10333701,DCAF16,chr4,Island
cg06772099,DCAF17,chr2,S_Shore
cg20884636,DCAF17,chr2,Island
cg02055253,DCAF4,chr14,N_Shore
cg02973883,DCAF4,chr14,N_Shore
cg07951135,DCAF4,chr14,Island
cg19948037,DCAF4,chr14,Island
cg02853107,DCAF4L1,chr4,S_Shore
cg04941033,DCAF4L1,chr4,Island
cg16296785,DCAF4L1,chr4,N_Shore
cg00013196,DCAF4L2,chr8,N_Shore
cg02310286,DCAF4L2,chr8,Island
cg11498870,DCAF4L2,chr8,Island
cg23701865,DCAF4L2,chr8,Island
cg04428139,DCAF5,chr14,S_Shore
cg11151251,DCAF5,chr14,Open_Sea
cg21566635,DCAF5,chr14,Open_Sea
cg21572000,DCAF5,chr14,Open_Sea
cg05821866,DCAF6,chr1,Island
cg13579901,DCAF6,chr1,Island
cg23352191,DCAF7,chr17,N_Shore
cg08284180,DCAF8,chr1,Island
cg01134497,DCAF8L1,chrX,Open_Sea
cg01986775,DCAF8L1,chrX,Open_Sea
cg14495593,DCAF8L1,chrX,Open_Sea
cg21809023,DCAF8L1,chrX,Open_Sea
cg26492304,DCAF8L1,chrX,Open_Sea
cg07258624,DCAF8L2,chrX,Open_Sea
cg23516342,DCAF8L2,chrX,Open_Sea
cg25080801,DCAF8L2,chrX,Open_Sea
cg25418042,DCAF8L2,chrX,Open_Sea
cg03287877,DCAKD,chr17,S_Shore
cg05729588,DCAKD,chr17,S_Shelf
cg09214551,DCAKD,chr17,S_Shore
cg14969119,DCAKD,chr17,Island
cg21066028,DCAKD,chr17,S_Shelf
cg04344000,DCBLD1,chr6,S_Shore
cg04421891,DCBLD1,chr6,Open_Sea
cg12065376,DCBLD1,chr6,S_Shore
cg14611402,DCBLD1,chr6,N_Shore
cg16331862,DCBLD2,chr3,Open_Sea
cg02835371,DCC,chr18,N_Shelf
cg02837027,DCC,chr18,N_Shelf
cg05420896,DCC,chr18,N_Shore
cg14222939,DCC,chr18,N_Shelf
cg16080643,DCC,chr18,Open_Sea
cg16964748,DCC,chr18,N_Shelf
cg19995964,DCC,chr18,Open_Sea
cg16606256,DCD,chr12,Open_Sea
cg01784909,DCDC1,chr11,Open_Sea
cg10606240,DCDC1,chr11,Open_Sea
cg11851894,DCDC1,chr11,N_Shore
cg20749212,DCDC1,chr11,Open_Sea
cg21645437,DCDC1,chr11,Open_Sea
cg24811929,DCDC1,chr11,S_Shore
cg25572812,DCDC1,chr11,S_Shore
ch.11.655175F,DCDC1,chr11,Open_Sea
cg03960072,DCDC2,chr6,Island
cg07791578,DCDC2,chr6,Island
cg08126211,DCDC2,chr6,Island
cg09302031,DCDC2,chr6,Open_Sea
cg10090650,DCDC2,chr6,Island
cg14069965,DCDC2,chr6,Island
cg16387436,DCDC2,chr6,Open_Sea
cg23906876,DCDC2,chr6,Open_Sea
cg00853979,DCDC2B,chr1,Open_Sea
cg11142522,DCDC2B,chr1,S_Shore
cg00910015,DCDC2C,chr2,Open_Sea
cg03985452,DCDC2C,chr2,S_Shore
cg04315200,DCDC2C,chr2,Open_Sea
cg06144418,DCDC2C,chr2,Open_Sea
cg15681466,DCDC2C,chr2,Open_Sea
cg15999188,DCDC2C,chr2,Open_Sea
cg00283472,DCHS1,chr11,Island
cg15676544,DCHS1,chr11,Open_Sea
cg16365690,DCHS1,chr11,Open_Sea
cg20563278,DCHS1,chr11,Open_Sea
cg21012362,DCHS1,chr11,Island
cg22200633,DCHS1,chr11,Island
cg23173301,DCHS1,chr11,N_Shelf
cg24081623,DCHS1,chr11,Open_Sea
cg00339488,DCHS2,chr4,Island
cg05922210,DCHS2,chr4,N_Shore
cg17807806,DCHS2,chr4,S_Shelf
cg22008026,DCHS2,chr4,Island
cg03461399,DCK,chr4,N_Shore
cg01719718,DCLK1,chr13,Open_Sea
cg01929699,DCLK1,chr13,Open_Sea
cg02298831,DCLK1,chr13,Open_Sea
cg05757376,DCLK1,chr13,Open_Sea
cg07249860,DCLK1,chr13,Open_Sea
cg12206359,DCLK1,chr13,Open_Sea
cg15207708,DCLK1,chr13,Open_Sea
cg17470143,DCLK1,chr13,S_Shore
cg17664582,DCLK1,chr13,Open_Sea
cg21342567,DCLK1,chr13,Open_Sea
cg21880213,DCLK1,chr13,Open_Sea
cg25012919,DCLK1,chr13,Island
cg25943503,DCLK1,chr13,Island
cg03779973,DCLK2,chr4,S_Shore
cg08028974,DCLK2,chr4,S_Shelf
cg10190898,DCLK2,chr4,Open_Sea
cg11321144,DCLK2,chr4,Open_Sea
cg21118689,DCLK2,chr4,Open_Sea
cg22396878,DCLK2,chr4,Open_Sea
cg00252934,DCLK3,chr3,Open_Sea
cg03390183,DCLK3,chr3,Open_Sea
cg08150914,DCLK3,chr3,Open_Sea
cg10505443,DCLK3,chr3,Open_Sea
cg21113478,DCLK3,chr3,Open_Sea
cg07568716,DCLRE1A,chr10,N_Shore
cg08941805,DCLRE1A,chr10,Island
cg23715505,DCLRE1A,chr10,N_Shore
cg23717290,DCLRE1A,chr10,N_Shore
cg25419628,DCLRE1A,chr10,N_Shore
cg27462988,DCLRE1A,chr10,Open_Sea
cg09792343,DCLRE1B,chr1,S_Shelf
cg25136397,DCLRE1B,chr1,S_Shelf
cg02795678,DCLRE1C,chr10,Open_Sea
cg09184467,DCLRE1C,chr10,Island
cg00608965,DCN,chr12,Open_Sea
cg02442619,DCN,chr12,Open_Sea
cg04088433,DCN,chr12,Open_Sea
cg05179204,DCN,chr12,Open_Sea
cg15146004,DCP1A,chr3,N_Shore
cg16612072,DCP1A,chr3,N_Shore
cg22806908,DCP1A,chr3,N_Shelf
cg11512704,DCP1B,chr12,Open_Sea
cg03703101,DCP2,chr5,Open_Sea
cg10837404,DCP2,chr5,Open_Sea
cg15956794,DCP2,chr5,N_Shore
cg05522498,DCPS,chr11,Open_Sea
cg15958289,DCPS,chr11,Open_Sea
cg20032723,DCPS,chr11,Island
cg21608703,DCPS,chr11,S_Shore
cg25439992,DCPS,chr11,Island
cg08472142,DCST1,chr1,Open_Sea
cg08727379,DCST1,chr1,N_Shelf
cg10813183,DCST1,chr1,Open_Sea
cg12436631,DCST1,chr1,Open_Sea
cg12530270,DCST1,chr1,Open_Sea
cg13205050,DCST1,chr1,Open_Sea
cg17896897,DCST1,chr1,Open_Sea
cg19304100,DCST1,chr1,Open_Sea
cg21596858,DCST1,chr1,Open_Sea
cg24348479,DCST1,chr1,Open_Sea
cg02390278,DCSTAMP,chr8,Open_Sea
cg08179564,DCSTAMP,chr8,Open_Sea
cg21295575,DCSTAMP,chr8,Open_Sea
cg09189889,DCT,chr13,Open_Sea
cg24157814,DCT,chr13,Open_Sea
cg00612828,DCTD,chr4,Open_Sea
cg02430305,DCTD,chr4,Island
cg05060602,DCTD,chr4,S_Shore
cg08968896,DCTD,chr4,N_Shelf
cg09964246,DCTD,chr4,Island
cg01753375,DCTN1,chr2,Open_Sea
cg02764239,DCTN1,chr2,N_Shelf
cg06050372,DCTN1,chr2,Island
cg10651583,DCTN2,chr12,S_Shore
cg14286155,DCTN3,chr9,Island
cg05973792,DCTN4,chr5,S_Shore
cg12590774,DCTN4,chr5,S_Shore
cg22836605,DCTN4,chr5,S_Shore
cg05534473,DCTN5,chr16,Island
cg11792616,DCTN6,chr8,S_Shelf
cg23406830,DCTN6,chr8,N_Shore
cg08674093,DCUN1D1,chr3,Island
cg14097773,DCUN1D2,chr13,Open_Sea
cg01626569,DCUN1D3,chr16,Island
cg02026475,DCUN1D3,chr16,Island
cg07696690,DCUN1D3,chr16,Island
cg01751992,DCUN1D4,chr4,S_Shore
cg21501616,DCUN1D4,chr4,N_Shore
cg21750545,DCUN1D4,chr4,Island
cg06365538,DCUN1D5,chr11,Island
cg25243475,DCUN1D5,chr11,Open_Sea
cg23873430,DCX,chrX,Open_Sea
cg27226927,DCXR,chr17,N_Shore
cg17799563,DDA1,chr19,S_Shore
cg03938477,DDAH1,chr1,Open_Sea
cg06033321,DDAH1,chr1,Open_Sea
cg06983715,DDAH1,chr1,Island
cg08654262,DDAH1,chr1,Open_Sea
cg12218697,DDAH1,chr1,Island
cg13547559,DDAH1,chr1,Open_Sea
cg14985076,DDAH1,chr1,N_Shore
cg15991082,DDAH1,chr1,Open_Sea
cg17276103,DDAH1,chr1,Open_Sea
cg01945183,DDAH2,chr6,S_Shore
cg04665604,DDAH2,chr6,S_Shore
cg06493473,DDAH2,chr6,S_Shore
cg13318914,DDAH2,chr6,N_Shore
cg16515974,DDAH2,chr6,N_Shore
cg18055007,DDAH2,chr6,Island
cg00647317,DDC,chr7,Open_Sea
cg02937158,DDC,chr7,Open_Sea
cg04422019,DDC,chr7,Open_Sea
cg04490037,DDC,chr7,Open_Sea
cg11423517,DDC,chr7,N_Shelf
cg12715421,DDC,chr7,Open_Sea
cg13232821,DDC,chr7,Open_Sea
cg17426905,DDC,chr7,Open_Sea
cg18283321,DDC,chr7,Open_Sea
cg19715936,DDC,chr7,Open_Sea
cg20336341,DDC,chr7,Open_Sea
cg24164005,DDC,chr7,Open_Sea
cg27528351,DDC,chr7,Open_Sea
cg04163595,DDHD1,chr14,Open_Sea
cg13654573,DDHD1,chr14,Open_Sea
cg14056412,DDHD1,chr14,Island
cg04218418,DDHD2,chr8,Island
cg12859234,DDHD2,chr8,Island
cg20000539,DDHD2,chr8,Open_Sea
cg20170882,DDHD2,chr8,Open_Sea
cg24002388,DDHD2,chr8,Island
cg05246098,DDI1,chr11,S_Shore
cg05529595,DDI1,chr11,S_Shore
cg09688928,DDI1,chr11,Island
cg24955680,DDI1,chr11,Island
cg25859489,DDI1,chr11,S_Shore
cg03042802,DDI2,chr1,Open_Sea
cg21004104,DDI2,chr1,Open_Sea
cg06702499,DDIAS,chr11,S_Shelf
cg20706804,DDIAS,chr11,Island
cg07708937,DDIT3,chr12,N_Shore
cg09687907,DDIT3,chr12,N_Shore
cg14315430,DDIT3,chr12,N_Shore
cg19452060,DDIT3,chr12,Island
cg19520710,DDIT3,chr12,N_Shore
cg05319305,DDIT4L,chr4,S_Shore
cg08663159,DDIT4L,chr4,S_Shore
cg17512904,DDIT4L,chr4,N_Shelf
cg18603154,DDIT4L,chr4,Island
cg27062369,DDIT4L,chr4,Island
cg00757327,DDN,chr12,Island
cg03008550,DDN,chr12,S_Shore
cg14121142,DDN,chr12,Island
cg00083206,DDO,chr6,Island
cg00847453,DDO,chr6,N_Shore
cg01119278,DDO,chr6,Island
cg06413398,DDO,chr6,Open_Sea
cg12078872,DDO,chr6,Island
cg14956327,DDO,chr6,Open_Sea
cg19196401,DDO,chr6,Island
cg20011134,DDO,chr6,Open_Sea
cg23891903,DDO,chr6,S_Shelf
cg03149628,DDOST,chr1,Open_Sea
cg03218019,DDOST,chr1,Island
cg00466425,DDR1,chr6,Open_Sea
cg01386080,DDR1,chr6,Open_Sea
cg01598675,DDR1,chr6,Open_Sea
cg02313535,DDR1,chr6,Open_Sea
cg07908039,DDR1,chr6,Open_Sea
cg08673763,DDR1,chr6,Open_Sea
cg08913013,DDR1,chr6,Open_Sea
cg09965419,DDR1,chr6,S_Shore
cg10771650,DDR1,chr6,N_Shore
cg11985839,DDR1,chr6,S_Shore
cg13351860,DDR1,chr6,Open_Sea
cg14790552,DDR1,chr6,Open_Sea
cg15656686,DDR1,chr6,S_Shelf
cg16111190,DDR1,chr6,Open_Sea
cg17091577,DDR1,chr6,S_Shelf
cg17176005,DDR1,chr6,Open_Sea
cg20335906,DDR1,chr6,Open_Sea
cg20560640,DDR1,chr6,Open_Sea
cg21677258,DDR1,chr6,Open_Sea
cg24303888,DDR1,chr6,S_Shore
cg24517175,DDR1,chr6,Open_Sea
cg27237814,DDR1,chr6,Open_Sea
cg27593250,DDR1,chr6,Open_Sea
cg04867423,DDR2,chr1,Open_Sea
cg19313373,DDR2,chr1,Open_Sea
cg23229110,DDR2,chr1,Open_Sea
cg24249925,DDR2,chr1,Open_Sea
cg18404039,DDRGK1,chr20,Island
cg11060661,DDT,chr22,N_Shore
cg01721818,DDX1,chr2,S_Shelf
cg12888861,DDX1,chr2,N_Shore
cg14592260,DDX10,chr11,Open_Sea
cg17176946,DDX10,chr11,Open_Sea
cg24415278,DDX10,chr11,Open_Sea
cg11677891,DDX11,chr12,Open_Sea
cg16864700,DDX11,chr12,Island
cg15696973,DDX11L2,chr2,Open_Sea
cg23634177,DDX11L2,chr2,Open_Sea
cg16514059,DDX12P,chr12,Island
cg22949881,DDX12P,chr12,Island
cg15641675,DDX17,chr22,Island
cg01886234,DDX19A,chr16,Open_Sea
cg09382693,DDX19A,chr16,S_Shelf
cg10009207,DDX19A,chr16,Open_Sea
cg14244577,DDX19A,chr16,Open_Sea
cg00160914,DDX20,chr1,S_Shore
cg00270594,DDX21,chr10,Island
cg02393449,DDX21,chr10,Open_Sea
cg23516589,DDX21,chr10,S_Shelf
cg05065690,DDX23,chr12,Island
cg07131116,DDX24,chr14,N_Shore
cg12444840,DDX24,chr14,Island
cg16051582,DDX25,chr11,S_Shelf
cg24654547,DDX28,chr16,Island
cg13479474,DDX31,chr9,Open_Sea
cg13771376,DDX31,chr9,S_Shore
cg14012447,DDX31,chr9,Open_Sea
cg00850501,DDX39A,chr19,Island
cg18421339,DDX39A,chr19,Island
cg02892589,DDX3X,chrX,Island
cg02899723,DDX4,chr5,N_Shore
cg10585263,DDX4,chr5,Island
cg27113929,DDX4,chr5,S_Shore
cg13676583,DDX41,chr5,Open_Sea
cg16272868,DDX46,chr5,Island
ch.5.2470662F,DDX46,chr5,Open_Sea
cg08350119,DDX5,chr17,N_Shore
cg10244222,DDX5,chr17,S_Shelf
cg04468795,DDX50,chr10,Open_Sea
cg14192430,DDX50,chr10,Open_Sea
cg24012157,DDX50,chr10,Island
cg06921262,DDX51,chr12,S_Shore
cg07742976,DDX51,chr12,N_Shore
cg12025289,DDX51,chr12,Island
cg08264725,DDX53,chrX,Open_Sea
cg00238593,DDX54,chr12,N_Shelf
cg22376712,DDX54,chr12,Island
cg13209683,DDX55,chr12,Open_Sea
cg15612682,DDX55,chr12,Island
cg27485189,DDX55,chr12,Island
cg11408036,DDX56,chr7,Open_Sea
cg04325478,DDX58,chr9,Island
cg05928611,DDX59,chr1,N_Shore
cg09154826,DDX59,chr1,N_Shelf
cg13945069,DDX59,chr1,N_Shore
cg03426840,DDX6,chr11,Island
cg05587627,DDX6,chr11,N_Shelf
cg14464791,DDX6,chr11,Island
cg22253036,DDX6,chr11,Island
cg08375775,DDX60,chr4,Island
cg18832251,DDX60,chr4,S_Shore
cg18970250,DDX60,chr4,Open_Sea
cg19521564,DDX60,chr4,Island
cg04337611,DDX60L,chr4,Island
cg11972626,DDX60L,chr4,Open_Sea
cg18413025,DDX60L,chr4,Open_Sea
cg19921917,DDX60L,chr4,Open_Sea
cg25985347,DDX60L,chr4,Open_Sea
cg01963374,DEAF1,chr11,N_Shore
cg04141218,DEAF1,chr11,N_Shelf
cg07157757,DEAF1,chr11,Open_Sea
cg07760851,DEAF1,chr11,Island
cg09375756,DEAF1,chr11,N_Shore
cg17005319,DEAF1,chr11,Open_Sea
cg17114283,DEAF1,chr11,Island
cg21156386,DEAF1,chr11,N_Shore
cg24043887,DEAF1,chr11,Island
cg26276611,DEAF1,chr11,Open_Sea
cg26376030,DEAF1,chr11,S_Shore
cg04285295,DECR1,chr8,Island
cg00481259,DECR2,chr16,Island
cg03640864,DECR2,chr16,S_Shore
cg03953980,DECR2,chr16,Island
cg07969308,DECR2,chr16,Island
cg27315249,DECR2,chr16,N_Shore
cg27453301,DECR2,chr16,Island
cg27665823,DECR2,chr16,Island
cg05116342,DEDD,chr1,Open_Sea
cg05292799,DEDD2,chr19,Island
cg07584558,DEDD2,chr19,N_Shore
cg11721464,DEDD2,chr19,Island
cg14013103,DEDD2,chr19,Island
cg14189583,DEDD2,chr19,Island
cg26897054,DEDD2,chr19,Island
cg12655375,DEF6,chr6,S_Shore
cg13220900,DEF6,chr6,Island
cg18486815,DEF6,chr6,Island
cg06358564,DEF8,chr16,S_Shore
cg10075157,DEF8,chr16,Island
cg02787689,DEFA10P,chr8,Open_Sea
cg04178011,DEFA1B,chr8,Open_Sea
cg12251126,DEFA1B,chr8,Open_Sea
cg26123975,DEFA1B,chr8,Open_Sea
cg21006539,DEFA4,chr8,Open_Sea
cg23679004,DEFA5,chr8,Open_Sea
cg01691696,DEFB1,chr8,Open_Sea
cg14752139,DEFB104B,chr8,Open_Sea
cg25946540,DEFB123,chr20,Open_Sea
cg25974831,DEFB123,chr20,Open_Sea
cg02658488,DEFB124,chr20,N_Shore
cg03529184,DEFB124,chr20,N_Shore
cg08290845,DEFB124,chr20,S_Shelf
cg13405782,DEFB124,chr20,N_Shelf
cg17418055,DEFB124,chr20,N_Shelf
cg08088390,DEFB125,chr20,Open_Sea
